	Genes	Counts	log2_value
74	AT1G01710	540	9.076815597050832
75	AT1G01715	9	3.169925001442312
76	AT1G01720	938	9.873444112515376
77	AT1G01725	10	3.321928094887362
78	AT1G01730	106	6.727920454563199
79	AT1G01740	333	8.379378367071261
80	AT1G01750	1	0.0
81	AT1G01760	3	1.584962500721156
82	AT1G01770	120	6.906890595608519
83	AT1G01780	43	5.426264754702098
84	AT1G01790	65	6.022367813028454
85	AT1G01800	72	6.169925001442312
86	AT1G01810	1	0.0
87	AT1G01820	1013	9.984418458801137
88	AT1G01830	4	2.0
89	AT1G01840	1	0.0
90	AT1G01860	3	1.584962500721156
91	AT1G01880	1	0.0
92	AT1G01900	1	0.0
93	AT1G01910	257	8.005624549193879
94	AT1G01920	8	3.0
95	AT1G01930	65	6.022367813028454
96	AT1G01940	81	6.339850002884624
97	AT1G01950	27	4.754887502163468
98	AT1G01960	59	5.882643049361842
99	AT1G01970	1	0.0
100	AT1G01980	1	0.0
101	AT1G01990	189	7.562242424221073
102	AT1G02000	49	5.614709844115208
103	AT1G02010	14	3.807354922057604
104	AT1G02020	14	3.807354922057604
105	AT1G02030	2	1.0
106	AT1G02040	1	0.0
107	AT1G02050	3	1.584962500721156
108	AT1G02060	3	1.584962500721156
109	AT1G02065	1	0.0
110	AT1G02067	1	0.0
111	AT1G02070	1	0.0
112	AT1G02080	314	8.294620748891628
113	AT1G02090	89	6.475733430966398
114	AT1G02100	188	7.554588851677638
115	AT1G02110	13	3.700439718141092
116	AT1G02120	261	8.027905996569885
117	AT1G02130	51	5.672425341971495
118	AT1G02140	105	6.714245517666122
119	AT1G02145	13	3.700439718141092
120	AT1G02150	18	4.169925001442312
121	AT1G02160	15	3.9068905956085187
122	AT1G02170	1446	10.497851836951117
123	AT1G02180	8	3.0
124	AT1G02190	1	0.0
125	AT1G02205	1	0.0
126	AT1G02210	1	0.0
127	AT1G02220	1120	10.129283016944967
128	AT1G02230	71	6.149747119504682
129	AT1G02250	1	0.0
130	AT1G02260	77	6.266786540694901
131	AT1G02270	36	5.169925001442312
132	AT1G02280	6	2.584962500721156
133	AT1G02290	1	0.0
134	AT1G02300	1	0.0
135	AT1G02305	116	6.857980995127572
136	AT1G02310	266	8.055282435501189
137	AT1G02320	1	0.0
138	AT1G02330	100	6.643856189774724
139	AT1G02335	5	2.321928094887362
140	AT1G02340	1	0.0
141	AT1G02350	1	0.0
142	AT1G02360	71	6.149747119504682
143	AT1G02370	1	0.0
144	AT1G02380	78	6.285402218862249
145	AT1G02390	307	8.262094845370179
146	AT1G02400	776	9.599912842187127
147	AT1G02405	33	5.044394119358453
148	AT1G02410	139	7.118941072723508
149	AT1G02420	8	3.0
150	AT1G02430	4	2.0
151	AT1G02440	1	0.0
152	AT1G02450	1	0.0
153	AT1G02460	10	3.321928094887362
154	AT1G02470	76	6.247927513443585
155	AT1G02475	145	7.1799090900149345
156	AT1G02490	1	0.0
157	AT1G02500	3105	11.600377553107844
158	AT1G02510	1	0.0
159	AT1G02520	6	2.584962500721156
160	AT1G02530	1	0.0
161	AT1G02540	1	0.0
162	AT1G02550	1	0.0
163	AT1G02560	158	7.303780748177103
164	AT1G02570	26	4.700439718141092
165	AT1G02575	1	0.0
166	AT1G02580	18	4.169925001442312
167	AT1G02590	1	0.0
168	AT1G02610	26	4.700439718141092
169	AT1G02620	1	0.0
170	AT1G02630	1	0.0
171	AT1G02640	2	1.0
172	AT1G02650	1	0.0
173	AT1G02660	1362	10.411510988012072
174	AT1G02670	173	7.434628227636725
175	AT1G02680	13	3.700439718141092
176	AT1G02690	2	1.0
177	AT1G02700	1	0.0
178	AT1G02705	1	0.0
179	AT1G02710	1	0.0
180	AT1G02720	3	1.584962500721156
181	AT1G02730	1	0.0
182	AT1G02740	11	3.4594316186372973
183	AT1G02750	26	4.700439718141092
184	AT1G02770	5	2.321928094887362
185	AT1G02780	592	9.20945336562895
186	AT1G02790	1	0.0
187	AT1G02800	1	0.0
188	AT1G02810	1	0.0
189	AT1G02813	1	0.0
190	AT1G02816	33	5.044394119358453
191	AT1G02820	99	6.6293566200796095
192	AT1G02830	1	0.0
193	AT1G02840	281	8.134426320220927
194	AT1G02850	102	6.672425341971495
195	AT1G02860	26	4.700439718141092
196	AT1G02870	6	2.584962500721156
197	AT1G02880	572	9.159871336778389
198	AT1G02890	877	9.776433032444732
199	AT1G02900	8	3.0
200	AT1G02910	115	6.845490050944375
201	AT1G02920	33576	15.03514274788591
202	AT1G02930	38021	15.214508856724457
203	AT1G02940	2	1.0
204	AT1G02950	17	4.087462841250339
205	AT1G02960	18	4.169925001442312
206	AT1G02965	1	0.0
207	AT1G02970	22	4.459431618637297
208	AT1G02980	49	5.614709844115208
209	AT1G02990	120	6.906890595608519
210	AT1G03000	3	1.584962500721156
211	AT1G03010	1	0.0
212	AT1G03020	1	0.0
213	AT1G03030	27	4.754887502163468
214	AT1G03040	103	6.6865005271832185
215	AT1G03050	17	4.087462841250339
216	AT1G03055	6	2.584962500721156
217	AT1G03060	1591	10.635718120331047
218	AT1G03070	2	1.0
219	AT1G03080	1009	9.978710459106358
220	AT1G03090	118	6.882643049361842
221	AT1G03100	2	1.0
222	AT1G03103	1	0.0
223	AT1G03106	1	0.0
224	AT1G03110	18	4.169925001442312
225	AT1G03120	1	0.0
226	AT1G03130	15	3.9068905956085187
227	AT1G03140	139	7.118941072723508
228	AT1G03150	42	5.392317422778761
229	AT1G03160	93	6.539158811108031
230	AT1G03165	4	2.0
231	AT1G03170	3	1.584962500721156
232	AT1G03180	1	0.0
233	AT1G03190	15	3.9068905956085187
234	AT1G03200	4	2.0
235	AT1G03210	9	3.169925001442312
236	AT1G03220	25630	14.64554585817894
237	AT1G03230	54	5.754887502163468
238	AT1G03240	2	1.0
239	AT1G03250	288	8.169925001442312
240	AT1G03260	55	5.78135971352466
241	AT1G03270	1	0.0
242	AT1G03280	64	6.0
243	AT1G03290	105	6.714245517666122
244	AT1G03300	1	0.0
245	AT1G03310	1	0.0
246	AT1G03320	1	0.0
247	AT1G03325	1	0.0
248	AT1G03330	85	6.409390936137702
249	AT1G03340	9	3.169925001442312
250	AT1G03350	206	7.6865005271832185
251	AT1G03360	2	1.0
252	AT1G03365	25	4.643856189774724
253	AT1G03370	1059	10.048486873992337
254	AT1G03380	114	6.832890014164741
255	AT1G03390	1	0.0
256	AT1G03395	1	0.0
257	AT1G03400	3	1.584962500721156
258	AT1G03410	7	2.807354922057604
259	AT1G03430	14	3.807354922057604
260	AT1G03440	6	2.584962500721156
261	AT1G03445	1	0.0
262	AT1G03457	1	0.0
263	AT1G03470	1	0.0
264	AT1G03475	248	7.954196310386875
265	AT1G03490	1	0.0
266	AT1G03495	18	4.169925001442312
267	AT1G03510	1	0.0
268	AT1G03520	6	2.584962500721156
269	AT1G03530	4	2.0
270	AT1G03540	3	1.584962500721156
271	AT1G03550	13	3.700439718141092
272	AT1G03560	13	3.700439718141092
273	AT1G03590	68	6.087462841250339
274	AT1G03600	6	2.584962500721156
275	AT1G03610	76	6.247927513443585
276	AT1G03620	1	0.0
277	AT1G03630	1	0.0
278	AT1G03650	7	2.807354922057604
279	AT1G03660	1	0.0
280	AT1G03670	1	0.0
281	AT1G03680	29	4.857980995127572
282	AT1G03687	2	1.0
283	AT1G03700	1	0.0
284	AT1G03710	1	0.0
285	AT1G03720	1	0.0
286	AT1G03730	107	6.7414669864011465
287	AT1G03740	1349	10.397674632948268
288	AT1G03750	10	3.321928094887362
289	AT1G03760	27	4.754887502163468
290	AT1G03770	69	6.108524456778169
291	AT1G03780	2	1.0
292	AT1G03790	7	2.807354922057604
293	AT1G03800	2	1.0
294	AT1G03810	1	0.0
295	AT1G03820	3	1.584962500721156
296	AT1G03830	1	0.0
297	AT1G03840	1	0.0
298	AT1G03850	627	9.29232163280204
299	AT1G03860	179	7.483815777264256
300	AT1G03870	7	2.807354922057604
301	AT1G03880	1	0.0
302	AT1G03890	1	0.0
303	AT1G03900	476	8.894817763307943
304	AT1G03905	98	6.614709844115208
305	AT1G03910	65	6.022367813028454
306	AT1G03920	1	0.0
307	AT1G03930	186	7.539158811108031
308	AT1G03940	10	3.321928094887362
309	AT1G03950	76	6.247927513443585
310	AT1G03960	27	4.754887502163468
311	AT1G03970	59	5.882643049361842
312	AT1G03980	1	0.0
313	AT1G03982	1	0.0
314	AT1G03990	11	3.4594316186372973
315	AT1G04000	68	6.087462841250339
316	AT1G04010	26	4.700439718141092
317	AT1G04020	9	3.169925001442312
318	AT1G04030	5	2.321928094887362
319	AT1G04040	9	3.169925001442312
320	AT1G04050	2	1.0
321	AT1G04070	20	4.321928094887363
322	AT1G04080	198	7.6293566200796095
323	AT1G04090	20	4.321928094887363
324	AT1G04100	362	8.499845887083206
325	AT1G04105	9	3.169925001442312
326	AT1G04110	1	0.0
327	AT1G04120	101	6.658211482751795
328	AT1G04130	5	2.321928094887362
329	AT1G04140	382	8.577428828035748
330	AT1G04150	1	0.0
331	AT1G04160	29	4.857980995127572
332	AT1G04170	111	6.794415866350106
333	AT1G04180	1	0.0
334	AT1G04190	19	4.247927513443585
335	AT1G04200	123	6.94251450533924
336	AT1G04210	199	7.636624620543649
337	AT1G04220	1	0.0
338	AT1G04230	12	3.584962500721156
339	AT1G04240	2	1.0
340	AT1G04250	1	0.0
341	AT1G04260	33	5.044394119358453
342	AT1G04270	218	7.768184324776926
343	AT1G04280	1926	10.911391987843459
344	AT1G04290	45	5.491853096329675
345	AT1G04300	1051	10.037546953962178
346	AT1G04310	7	2.807354922057604
347	AT1G04330	1	0.0
348	AT1G04340	54	5.754887502163468
349	AT1G04350	11	3.4594316186372973
350	AT1G04360	32	5.0
351	AT1G04370	55	5.78135971352466
352	AT1G04380	23	4.523561956057013
353	AT1G04390	7	2.807354922057604
354	AT1G04400	183	7.515699838284043
355	AT1G04410	832	9.700439718141093
356	AT1G04420	15	3.9068905956085187
357	AT1G04430	38	5.247927513443585
358	AT1G04440	446	8.800899899920305
359	AT1G04445	1	0.0
360	AT1G04450	1	0.0
361	AT1G04455	1	0.0
362	AT1G04470	1	0.0
363	AT1G04480	188	7.554588851677638
364	AT1G04490	5	2.321928094887362
365	AT1G04500	7	2.807354922057604
366	AT1G04510	69	6.108524456778169
367	AT1G04520	1	0.0
368	AT1G04530	26	4.700439718141092
369	AT1G04540	6	2.584962500721156
370	AT1G04550	2	1.0
371	AT1G04555	14	3.807354922057604
372	AT1G04560	1	0.0
373	AT1G04570	4	2.0
374	AT1G04580	1	0.0
375	AT1G04590	5	2.321928094887362
376	AT1G04600	5	2.321928094887362
377	AT1G04610	1	0.0
378	AT1G04620	16	4.0
379	AT1G04625	3	1.584962500721156
380	AT1G04630	43	5.426264754702098
381	AT1G04635	3	1.584962500721156
382	AT1G04640	4	2.0
383	AT1G04645	1	0.0
384	AT1G04650	1	0.0
385	AT1G04660	1	0.0
386	AT1G04670	1	0.0
387	AT1G04680	2	1.0
388	AT1G04690	164	7.357552004618084
389	AT1G04700	2	1.0
390	AT1G04710	31	4.954196310386875
391	AT1G04730	21	4.392317422778761
392	AT1G04750	532	9.055282435501189
393	AT1G04760	1	0.0
394	AT1G04770	29	4.857980995127572
395	AT1G04778	1	0.0
396	AT1G04780	606	9.243173983472952
397	AT1G04790	97	6.599912842187128
398	AT1G04800	20	4.321928094887363
399	AT1G04810	179	7.483815777264256
400	AT1G04820	282	8.139551352398794
401	AT1G04830	77	6.266786540694901
402	AT1G04840	1	0.0
403	AT1G04850	131	7.03342300153745
404	AT1G04860	198	7.6293566200796095
405	AT1G04870	2	1.0
406	AT1G04880	1	0.0
407	AT1G04890	1	0.0
408	AT1G04895	1	0.0
409	AT1G04900	2	1.0
410	AT1G04910	50	5.643856189774724
411	AT1G04920	3	1.584962500721156
412	AT1G04930	23	4.523561956057013
413	AT1G04940	1	0.0
414	AT1G04945	7	2.807354922057604
415	AT1G04950	6	2.584962500721156
416	AT1G04960	648	9.339850002884624
417	AT1G04970	543	9.084808387804362
418	AT1G04980	331	8.370687406807217
419	AT1G04985	222	7.794415866350106
420	AT1G04990	110	6.78135971352466
421	AT1G05000	278	8.118941072723507
422	AT1G05005	1	0.0
423	AT1G05010	3987	11.96108788999733
424	AT1G05020	33	5.044394119358453
425	AT1G05030	15	3.9068905956085187
426	AT1G05035	2	1.0
427	AT1G05040	1	0.0
428	AT1G05055	2	1.0
429	AT1G05060	454	8.826548487290914
430	AT1G05065	1	0.0
431	AT1G05070	1	0.0
432	AT1G05080	1	0.0
433	AT1G05085	1	0.0
434	AT1G05087	10	3.321928094887362
435	AT1G05090	2	1.0
436	AT1G05100	71	6.149747119504682
437	AT1G05120	200	7.643856189774724
438	AT1G05136	1	0.0
439	AT1G05140	4	2.0
440	AT1G05150	44	5.459431618637297
441	AT1G05160	3	1.584962500721156
442	AT1G05170	51	5.672425341971495
443	AT1G05180	35	5.129283016944966
444	AT1G05190	26	4.700439718141092
445	AT1G05200	27	4.754887502163468
446	AT1G05205	22	4.459431618637297
447	AT1G05210	1	0.0
448	AT1G05220	1	0.0
449	AT1G05230	28	4.807354922057604
450	AT1G05240	1	0.0
451	AT1G05250	1	0.0
452	AT1G05260	1	0.0
453	AT1G05270	180	7.491853096329675
454	AT1G05280	1	0.0
455	AT1G05290	1	0.0
456	AT1G05291	1	0.0
457	AT1G05300	4	2.0
458	AT1G05310	1	0.0
459	AT1G05320	3	1.584962500721156
460	AT1G05330	3	1.584962500721156
461	AT1G05340	126	6.977279923499917
462	AT1G05350	90	6.491853096329675
463	AT1G05360	38	5.247927513443585
464	AT1G05370	1	0.0
465	AT1G05380	156	7.285402218862249
466	AT1G05385	6	2.584962500721156
467	AT1G05400	2	1.0
468	AT1G05410	22	4.459431618637297
469	AT1G05420	1	0.0
470	AT1G05430	30	4.906890595608519
471	AT1G05440	1	0.0
472	AT1G05450	6	2.584962500721156
473	AT1G05460	1	0.0
474	AT1G05470	22	4.459431618637297
475	AT1G05490	1	0.0
476	AT1G05500	177	7.467605550082998
477	AT1G05510	1	0.0
478	AT1G05520	137	7.098032082960526
479	AT1G05530	3	1.584962500721156
480	AT1G05540	1	0.0
481	AT1G05550	2	1.0
482	AT1G05560	287	8.164906926675688
483	AT1G05570	5	2.321928094887362
484	AT1G05575	659	9.364134655008051
485	AT1G05577	1	0.0
486	AT1G05580	1	0.0
487	AT1G05590	2	1.0
488	AT1G05600	1	0.0
489	AT1G05610	1	0.0
490	AT1G05615	1	0.0
491	AT1G05620	565	9.14210705730255
492	AT1G05630	27	4.754887502163468
493	AT1G05640	3	1.584962500721156
494	AT1G05650	1	0.0
495	AT1G05660	1	0.0
496	AT1G05670	78	6.285402218862249
497	AT1G05675	852	9.734709620225837
498	AT1G05680	328	8.357552004618084
499	AT1G05690	1	0.0
500	AT1G05700	1	0.0
501	AT1G05710	171	7.417852514885898
502	AT1G05720	11	3.4594316186372973
503	AT1G05730	2	1.0
504	AT1G05740	2	1.0
505	AT1G05750	4	2.0
506	AT1G05760	27	4.754887502163468
507	AT1G05770	3	1.584962500721156
508	AT1G05780	19	4.247927513443585
509	AT1G05783	17	4.087462841250339
510	AT1G05785	19	4.247927513443585
511	AT1G05790	76	6.247927513443585
512	AT1G05800	235	7.876516946564999
513	AT1G05805	157	7.294620748891627
514	AT1G05810	6	2.584962500721156
515	AT1G05820	45	5.491853096329675
516	AT1G05830	76	6.247927513443585
517	AT1G05835	2	1.0
518	AT1G05840	103	6.6865005271832185
519	AT1G05850	70	6.129283016944966
520	AT1G05860	2	1.0
521	AT1G05870	2	1.0
522	AT1G05880	1	0.0
523	AT1G05890	869	9.7632123668144
524	AT1G05894	7	2.807354922057604
525	AT1G05900	15	3.9068905956085187
526	AT1G05910	63	5.977279923499917
527	AT1G05920	1	0.0
528	AT1G05930	1	0.0
529	AT1G05940	85	6.409390936137702
530	AT1G05950	2	1.0
531	AT1G05960	490	8.936637939002571
532	AT1G05970	4	2.0
533	AT1G05990	1	0.0
534	AT1G06000	10	3.321928094887362
535	AT1G06010	9	3.169925001442312
536	AT1G06020	2	1.0
537	AT1G06030	3	1.584962500721156
538	AT1G06040	3	1.584962500721156
539	AT1G06045	1	0.0
540	AT1G06050	178	7.475733430966398
541	AT1G06060	71	6.149747119504682
542	AT1G06070	21	4.392317422778761
543	AT1G06080	1	0.0
544	AT1G06090	1	0.0
545	AT1G06100	1	0.0
546	AT1G06110	12	3.584962500721156
547	AT1G06120	1	0.0
548	AT1G06130	100	6.643856189774724
549	AT1G06135	18	4.169925001442312
550	AT1G06137	101	6.658211482751795
551	AT1G06140	3	1.584962500721156
552	AT1G06143	1	0.0
553	AT1G06148	4	2.0
554	AT1G06150	73	6.189824558880018
555	AT1G06160	210	7.714245517666122
556	AT1G06170	2	1.0
557	AT1G06180	12	3.584962500721156
558	AT1G06190	11	3.4594316186372973
559	AT1G06200	112	6.807354922057604
560	AT1G06210	157	7.294620748891627
561	AT1G06220	17	4.087462841250339
562	AT1G06225	1	0.0
563	AT1G06230	249	7.960001932068081
564	AT1G06240	2	1.0
565	AT1G06250	2	1.0
566	AT1G06260	2	1.0
567	AT1G06270	1	0.0
568	AT1G06280	1	0.0
569	AT1G06290	590	9.204571144249204
570	AT1G06310	1	0.0
571	AT1G06320	1	0.0
572	AT1G06330	1	0.0
573	AT1G06340	1	0.0
574	AT1G06350	1	0.0
575	AT1G06360	1	0.0
576	AT1G06380	5	2.321928094887362
577	AT1G06390	88	6.459431618637297
578	AT1G06400	96	6.584962500721156
579	AT1G06410	295	8.204571144249204
580	AT1G06420	1	0.0
581	AT1G06430	64	6.0
582	AT1G06440	1	0.0
583	AT1G06450	3	1.584962500721156
584	AT1G06460	8	3.0
585	AT1G06470	42	5.392317422778761
586	AT1G06475	1	0.0
587	AT1G06490	3	1.584962500721156
588	AT1G06500	2	1.0
589	AT1G06510	48	5.584962500721156
590	AT1G06515	138	7.108524456778169
591	AT1G06520	4	2.0
592	AT1G06530	234	7.870364719583405
593	AT1G06540	2	1.0
594	AT1G06550	60	5.906890595608519
595	AT1G06560	3	1.584962500721156
596	AT1G06570	150	7.22881869049588
597	AT1G06580	3	1.584962500721156
598	AT1G06590	8	3.0
599	AT1G06620	240	7.906890595608519
600	AT1G06630	47	5.554588851677638
601	AT1G06640	113	6.820178962415188
602	AT1G06645	1	0.0
603	AT1G06650	41	5.357552004618084
604	AT1G06660	1	0.0
605	AT1G06670	11	3.4594316186372973
606	AT1G06680	66	6.044394119358453
607	AT1G06690	14	3.807354922057604
608	AT1G06700	185	7.531381460516312
609	AT1G06710	1	0.0
610	AT1G06720	5	2.321928094887362
611	AT1G06730	7	2.807354922057604
612	AT1G06740	2	1.0
613	AT1G06750	1	0.0
614	AT1G06760	279	8.124121311829187
615	AT1G06770	119	6.894817763307944
616	AT1G06780	83	6.3750394313469245
617	AT1G06790	1	0.0
618	AT1G06800	589	9.20212382383046
619	AT1G06810	1	0.0
620	AT1G06820	30	4.906890595608519
621	AT1G06830	31	4.954196310386875
622	AT1G06840	318	8.312882955284355
623	AT1G06850	19	4.247927513443585
624	AT1G06870	143	7.159871336778389
625	AT1G06890	98	6.614709844115208
626	AT1G06900	14	3.807354922057604
627	AT1G06910	2	1.0
628	AT1G06920	1	0.0
629	AT1G06923	1	0.0
630	AT1G06925	1	0.0
631	AT1G06930	1	0.0
632	AT1G06950	53	5.727920454563199
633	AT1G06960	2	1.0
634	AT1G06970	2	1.0
635	AT1G06980	1	0.0
636	AT1G06990	1	0.0
637	AT1G07000	1791	10.806549621985962
638	AT1G07010	15	3.9068905956085187
639	AT1G07020	76	6.247927513443585
640	AT1G07025	1	0.0
641	AT1G07030	188	7.554588851677638
642	AT1G07040	242	7.918863237274595
643	AT1G07050	3	1.584962500721156
644	AT1G07060	4	2.0
645	AT1G07070	4	2.0
646	AT1G07080	173	7.434628227636725
647	AT1G07090	8	3.0
648	AT1G07110	71	6.149747119504682
649	AT1G07120	1	0.0
650	AT1G07130	242	7.918863237274595
651	AT1G07135	6760	12.722807531169547
652	AT1G07140	784	9.614709844115207
653	AT1G07150	132	7.044394119358453
654	AT1G07160	738	9.527477006060396
655	AT1G07170	39	5.285402218862249
656	AT1G07175	1	0.0
657	AT1G07180	9	3.169925001442312
658	AT1G07190	1	0.0
659	AT1G07200	43	5.426264754702098
660	AT1G07210	21	4.392317422778761
661	AT1G07220	16	4.0
662	AT1G07230	56	5.807354922057604
663	AT1G07240	310	8.276124405274238
664	AT1G07250	64	6.0
665	AT1G07260	143	7.159871336778389
666	AT1G07270	1	0.0
667	AT1G07280	30	4.906890595608519
668	AT1G07290	2	1.0
669	AT1G07300	14	3.807354922057604
670	AT1G07310	264	8.044394119358454
671	AT1G07320	8	3.0
672	AT1G07330	1	0.0
673	AT1G07340	1	0.0
674	AT1G07350	124	6.954196310386875
675	AT1G07360	94	6.554588851677638
676	AT1G07370	1	0.0
677	AT1G07380	4	2.0
678	AT1G07390	2	1.0
679	AT1G07400	56	5.807354922057604
680	AT1G07410	11	3.4594316186372973
681	AT1G07420	22	4.459431618637297
682	AT1G07430	32	5.0
683	AT1G07440	2	1.0
684	AT1G07450	1	0.0
685	AT1G07460	1	0.0
686	AT1G07470	101	6.658211482751795
687	AT1G07473	2	1.0
688	AT1G07476	1	0.0
689	AT1G07480	99	6.6293566200796095
690	AT1G07485	1	0.0
691	AT1G07490	1	0.0
692	AT1G07500	7	2.807354922057604
693	AT1G07510	219	7.774787059601174
694	AT1G07520	47	5.554588851677638
695	AT1G07530	220	7.78135971352466
696	AT1G07540	1	0.0
697	AT1G07550	1	0.0
698	AT1G07560	1	0.0
699	AT1G07570	12	3.584962500721156
700	AT1G07590	13	3.700439718141092
701	AT1G07600	925	9.853309555403674
702	AT1G07610	9	3.169925001442312
703	AT1G07615	5	2.321928094887362
704	AT1G07620	1175	10.198445041452363
705	AT1G07630	534	9.060695931687555
706	AT1G07640	63	5.977279923499917
707	AT1G07645	1	0.0
708	AT1G07650	22	4.459431618637297
709	AT1G07660	228	7.832890014164741
710	AT1G07670	211	7.721099188707186
711	AT1G07680	1	0.0
712	AT1G07690	1	0.0
713	AT1G07700	42	5.392317422778761
714	AT1G07705	16	4.0
715	AT1G07710	1	0.0
716	AT1G07720	6	2.584962500721156
717	AT1G07725	68	6.087462841250339
718	AT1G07730	5	2.321928094887362
719	AT1G07740	3	1.584962500721156
720	AT1G07745	61	5.930737337562887
721	AT1G07747	1	0.0
722	AT1G07750	8	3.0
723	AT1G07770	144	7.169925001442312
724	AT1G07780	2	1.0
725	AT1G07790	45	5.491853096329675
726	AT1G07795	56	5.807354922057604
727	AT1G07810	241	7.912889336229962
728	AT1G07820	33	5.044394119358453
729	AT1G07830	3	1.584962500721156
730	AT1G07840	8	3.0
731	AT1G07850	1	0.0
732	AT1G07860	1	0.0
733	AT1G07870	10	3.321928094887362
734	AT1G07880	4	2.0
735	AT1G07885	1	0.0
736	AT1G07890	10338	13.335669486946104
737	AT1G07900	6	2.584962500721156
738	AT1G07901	1	0.0
739	AT1G07902	1	0.0
740	AT1G07910	9	3.169925001442312
741	AT1G07920	253	7.98299357469431
742	AT1G07930	4614	12.171802288682983
743	AT1G07940	240	7.906890595608519
744	AT1G07950	19	4.247927513443585
745	AT1G07960	65	6.022367813028454
746	AT1G07970	2	1.0
747	AT1G07980	11	3.4594316186372973
748	AT1G07985	2	1.0
749	AT1G07990	574	9.164906926675688
750	AT1G08000	16	4.0
751	AT1G08005	1	0.0
752	AT1G08010	16	4.0
753	AT1G08030	30	4.906890595608519
754	AT1G08035	1	0.0
755	AT1G08040	39	5.285402218862249
756	AT1G08050	101	6.658211482751795
757	AT1G08060	78	6.285402218862249
758	AT1G08065	1	0.0
759	AT1G08070	3	1.584962500721156
760	AT1G08080	1	0.0
761	AT1G08090	1	0.0
762	AT1G08100	1	0.0
763	AT1G08110	17	4.087462841250339
764	AT1G08120	1	0.0
765	AT1G08125	3	1.584962500721156
766	AT1G08130	62	5.954196310386875
767	AT1G08135	1	0.0
768	AT1G08140	1	0.0
769	AT1G08150	1	0.0
770	AT1G08160	8	3.0
771	AT1G08165	1	0.0
772	AT1G08170	1	0.0
773	AT1G08180	2	1.0
774	AT1G08190	285	8.154818109052105
775	AT1G08200	216	7.754887502163468
776	AT1G08210	76	6.247927513443585
777	AT1G08220	11	3.4594316186372973
778	AT1G08230	20	4.321928094887363
779	AT1G08250	196	7.614709844115208
780	AT1G08260	16	4.0
781	AT1G08270	3	1.584962500721156
782	AT1G08280	94	6.554588851677638
783	AT1G08290	39	5.285402218862249
784	AT1G08300	34	5.087462841250339
785	AT1G08310	18	4.169925001442312
786	AT1G08315	379	8.566054038171092
787	AT1G08320	95	6.569855608330948
788	AT1G08340	1	0.0
789	AT1G08350	22	4.459431618637297
790	AT1G08360	116	6.857980995127572
791	AT1G08370	136	7.087462841250339
792	AT1G08380	58	5.857980995127572
793	AT1G08390	4	2.0
794	AT1G08400	9	3.169925001442312
795	AT1G08410	10	3.321928094887362
796	AT1G08420	432	8.754887502163468
797	AT1G08430	2	1.0
798	AT1G08440	1	0.0
799	AT1G08450	15	3.9068905956085187
800	AT1G08460	51	5.672425341971495
801	AT1G08465	6	2.584962500721156
